
299.068	0.00097336
306.23	0.00097868
319.73	0.00097881
328.784	0.00097716
332.161	0.0009938
340.064	0.00099476
347.719	0.00099746
356.528	0.00100104
362.867	0.00100635
370.769	0.00100643
376.203	0.00101523
382.788	0.00101879
390.528	0.00103024
398.595	0.00103644
407.239	0.00103827
413.908	0.00104796
419.671	0.00105589
428.808	0.00106035
433.09	0.00107263
439.347	0.00107444
446.262	0.00108413
452.026	0.00109643
460.095	0.00110701
467.01	0.00111494
473.149	0.00112666
480.859	0.00113159
487.984	0.00115457
495.04	0.00115464
499.485	0.00117065
504.778	0.00117903
510.985	0.00118464
515.529	0.001201
519.711	0.00120971
523.306	0.00122328
527.522	0.00123131
534.251	0.00123415
538.173	0.0012446
542.291	0.00125852
545.593	0.00127556
554.391	0.0013036
558.904	0.00131356
564.662	0.00132959
569.124	0.00134561
572.705	0.00136382
578.204	0.00138096
581.266	0.00139696
584.432	0.00141407
588.22	0.00143063
596.051	0.00147518
602.352	0.00150584
606.473	0.00154217
611.418	0.00157938
615.386	0.00160973
620.162	0.00165766
625.791	0.00172434
629.523	0.00178129
632.342	0.00184586
636.208	0.00191738
638.438	0.00197848
640.083	0.00205484
642.742	0.00215199
643.411	0.0022272
644.005	0.00234088
645.015	0.00249303
645.935	0.0025901
646.448	0.0026809
