300.761	0.0013482
308.582	0.0013434
317.487	0.0013527
327.035	0.0013637
336.422	0.0013778
347.895	0.0013951
357.362	0.001402
365.746	0.0014138
375.654	0.0014279
383.598	0.0014547
391.622	0.001476
403.937	0.0014806
412.161	0.0015003
422.03	0.0015215
432.139	0.0015419
447.263	0.0015702
456.651	0.001597
464.394	0.0016096
470.812	0.001619
475.667	0.0016395
487.141	0.0016647
496.57	0.0016986
505.636	0.0017183
515.185	0.0017506
525.857	0.0017774
537.393	0.0018295
548.16	0.0018602
557.916	0.001897
566.461	0.0019468
575.003	0.0019696
579.403	0.0020075
591.031	0.0020662
598.715	0.0021069
607.665	0.0021717
615.756	0.0022284
622.734	0.0022802
629.307	0.002328
635.83	0.0023818
639.878	0.0024386
644.128	0.0025084
647.823	0.0025822
650.762	0.0026769
652.436	0.0027667
653.404	0.0028605
655.065	0.0029492
656.444	0.003159
657.259	0.0033221
657.954	0.0035458
658.121	0.0037008
658.193	0.0039952
658.736	0.0042716
658.826	0.0043646
658.883	0.0041029
